id,name,url,preview_url
MSB:001,Builder brochure,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2F297974e9-b9f1-4be1-86f8-e553dfc63e31%2FTF297974e9-b9f1-4be1-86f8-e553dfc63e314029b876_wac-dad66241be3d.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/297974e9-b9f1-4be1-86f8-e553dfc63e31/thumbnails/400/builder-brochure-blue-modern-simple-0-1-836c70b1099d.webp
MSB:002,Vivid shapes event brochure,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fuploadedfiles%2Fuploads%2F235f5dfd-a39b-4959-8326-e0c0315f421b-TFe0c14857-3445-4099-8631-c6b192707317d62f1be5_wac.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/e0c14857-3445-4099-8631-c6b192707317/thumbnails/400/vivid-shapes-event-brochure-blue-modern-color-block-0-1-e1989f71f3e9.webp
MSB:003,Restaurant brochure,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2F9fd05068-e911-4e84-ae1b-fe520008b360%2FTF9fd05068-e911-4e84-ae1b-fe520008b360688dc808_wac-00ce4a467f73.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/9fd05068-e911-4e84-ae1b-fe520008b360/thumbnails/400/restaurant-brochure-black-modern-simple-0-1-bb68632be08a.webp
MSB:004,Booklet,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2F6aa5002e-71ac-43cc-9433-ce182d56372a%2FTF6aa5002e-71ac-43cc-9433-ce182d56372ab1ea410d_wac-64fd99966f0b.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/6aa5002e-71ac-43cc-9433-ce182d56372a/thumbnails/400/booklet-yellow-modern-bold-0-1-2995c75fbb63.webp
MSB:005,Architecture brochure,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2Fe7603f86-38bf-4615-bfef-b7733563dc17%2FTFe7603f86-38bf-4615-bfef-b7733563dc173b1b88ff_wac-80c6047ec3b9.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/e7603f86-38bf-4615-bfef-b7733563dc17/thumbnails/400/architecture-brochure-orange-modern-geometric-0-1-2c4b108467e3.webp
MSB:007,Travel brochure,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2Fbd00b536-5615-4700-9a3e-fa0943a369f8%2FTFbd00b536-5615-4700-9a3e-fa0943a369f8e90d5106_wac-7abf8ad0e654.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/bd00b536-5615-4700-9a3e-fa0943a369f8/thumbnails/400/travel-brochure-purple-modern-simple-0-1-dedbd74445fd.webp
MSB:008,Color block event brochure,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fcatalog-assets%2Fen-us%2Fc8366172-6db0-48b1-8abb-ede6c98417b8%2FTFc8366172-6db0-48b1-8abb-ede6c98417b8f0afca64_wac-6481f77df973.docx,https://createcatalog.public.onecdn.static.microsoft/catalog-assets/en-us/c8366172-6db0-48b1-8abb-ede6c98417b8/thumbnails/400/color-block-event-brochure-yellow-modern-simple-0-1-dc50cd7c4895.webp
MSB:009,Sports event program brochure,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fuploadedfiles%2Fuploads%2Fa72a258f-fe8f-424a-8486-73f7aea695ce-TFdaee7e18-6320-4841-b316-eafa9593d3af_wac.docx,https://createcatalog.public.onecdn.static.microsoft/uploadedfiles/uploads/fabbbeae-2bfd-4349-a67b-25f75106da31-sports-event-program-brochure-red-vintage-retro-0-1.webp
MSB:010,Product launch event brochure,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fcreatecatalog.public.onecdn.static.microsoft%2Fuploadedfiles%2Fuploads%2Fd4023b59-ae3a-4c72-b0d7-a7ad672148c4-TF4c68df17-4d14-4f7f-938b-e4ca86cbd681_wac.docx,https://createcatalog.public.onecdn.static.microsoft/uploadedfiles/uploads/5006494d-666f-4ff9-a2d6-3497e61d2379-product-launch-event-brochure-blue-modern-geometric-linear-0-1.webp
LOB:003,"Brochure, 3-fold",https://extensions.libreoffice.org/en/extensions/show/brochure-3-fold-simple-8.5x11-.5-margins-1-gutters,https://extensions.libreoffice.org/assets/screenshots/z/brochure-3-fold-simple-8.5x11-.5-margins-1-gutters_f3b108e9-85cd-4db3-add1-bca19e546ebf.png
LOB:004,Real Estate Brochure/Flyer,https://extensions.libreoffice.org/en/extensions/show/real-estate-brochure-flyer,https://extensions.libreoffice.org/assets/screenshots/z/real-estate-brochure-flyer_7980c33f-11a4-43ae-9cfa-9658851cdb57.png
