id,name,url,preview_url
GH:001,posquit0/Awesome-CV,https://github.com/posquit0/Awesome-CV,https://raw.githubusercontent.com/posquit0/Awesome-CV/master/examples/resume-0.png
GH:003,billryan/resume,https://github.com/billryan/resume,"https://user-images.githubusercontent.com/25968335/131621921-...png (README ""English"" sample)"
GH:006,deedy/Deedy-Resume,https://github.com/deedy/Deedy-Resume,https://raw.githubusercontent.com/deedydas/Deedy-Resume/master/OpenFonts/sample-image.png
GH:007,jankapunkt/latexcv,https://github.com/jankapunkt/latexcv,https://raw.githubusercontent.com/jankapunkt/latexcv/master/docs/media/classic.png
GH:008,jakegut/resume,https://github.com/jakegut/resume,https://raw.githubusercontent.com/jakegut/resume/master/resume.png
GH:009,dnl-blkv/mcdowell-cv,https://github.com/dnl-blkv/mcdowell-cv,https://raw.githubusercontent.com/dnl-blkv/mcdowell-cv/master/McDowell_CV.png
GH:010,sproogen/modern-resume-theme,https://github.com/sproogen/modern-resume-theme,https://raw.githubusercontent.com/sproogen/modern-resume-theme/master/screenshot.png
GH:013,jglovier/resume-template,https://github.com/jglovier/resume-template,https://raw.githubusercontent.com/jglovier/resume-template/master/images/screenshot.png
GH:019,mmmlllnnn/ResumeCollection,https://github.com/mmmlllnnn/ResumeCollection,https://raw.githubusercontent.com/mmmlllnnn/ResumeCollection/master/1.中文简历/001/001.jpg
GH:021,darwiin/yaac-another-awesome-cv,https://github.com/darwiin/yaac-another-awesome-cv,https://raw.githubusercontent.com/darwiin/yaac-another-awesome-cv/master/example/preview/cv1.jpeg
GH:023,fky2015/resume-ng,https://github.com/fky2015/resume-ng,"https://github.com/fky2015/resume-ng user-attached asset (readme.md, lowercase)"
GH:024,liweitianux/resume,https://github.com/liweitianux/resume,https://raw.githubusercontent.com/liweitianux/resume/master/resume-zh+en.pdf (page 1)
GH:025,yunanwg/brilliant-CV,https://github.com/yunanwg/brilliant-CV,https://raw.githubusercontent.com/yunanwg/brilliant-CV/main/thumbnail.png
GH:026,xriley/Orbit-Theme,https://github.com/xriley/Orbit-Theme,https://themes.3rdwavemedia.com Orbit promo mockup (shows actual template + demo cards)
GH:027,subidit/rover-resume,https://github.com/subidit/rover-resume,https://raw.githubusercontent.com/subidit/rover-resume/main/img/base-rover.jpg
GH:035,ptsouchlos/modern-cv,https://github.com/ptsouchlos/modern-cv,https://raw.githubusercontent.com/ptsouchlos/modern-cv/main/assets/images/header.png
GH:036,mnjul/html-resume,https://github.com/mnjul/html-resume,https://raw.githubusercontent.com/mnjul/html-resume/master/firefox_result.pdf (page 1)
GH:037,changh95/latex_resume_template_kor,https://github.com/changh95/latex_resume_template_kor,https://raw.githubusercontent.com/changh95/latex_resume_template_kor/main/resume_img.png
GH:038,zachscrivena/simple-resume-cv,https://github.com/zachscrivena/simple-resume-cv,https://raw.githubusercontent.com/zachscrivena/simple-resume-cv/master/Miscellaneous/CV-01.png
GH:039,murraco/jekyll-theme-minimal-resume,https://github.com/murraco/jekyll-theme-minimal-resume,https://raw.githubusercontent.com/murraco/jekyll-theme-minimal-resume/master/screenshot.png
GH:040,geekplux/cv_resume,https://github.com/geekplux/cv_resume,https://raw.githubusercontent.com/geekplux/cv_resume/master/template_cn_blue.png
GH:041,byoungd/Resume-template-for-Coder,https://github.com/byoungd/Resume-template-for-Coder,https://raw.githubusercontent.com/byoungd/Resume-template-for-Coder/master/Resume-Sketch-byoungd/2021-preview.png
GH:042,jskherman/imprecv,https://github.com/jskherman/imprecv,https://github.com/jskherman/imprecv/raw/main/assets/thumbnail.1.png
GH:047,thehale/expressive-resume,https://github.com/thehale/expressive-resume,https://raw.githubusercontent.com/thehale/expressive-resume/main/examples/resume.png
GH:051,Zilize/DrawCV,https://github.com/Zilize/DrawCV,https://raw.githubusercontent.com/Zilize/DrawCV/master/asset/Banner.png
GH:054,eddiewebb/hugo-resume,https://github.com/eddiewebb/hugo-resume,https://raw.githubusercontent.com/eddiewebb/hugo-resume/master/images/about.png
GH:055,crispgm/resume,https://github.com/crispgm/resume,https://raw.githubusercontent.com/crispgm/resume/master/screenshots/resume-desktop.png
GH:057,dcetin/Simple-CV,https://github.com/dcetin/Simple-CV,https://raw.githubusercontent.com/dcetin/Simple-CV/master/img/black-1.png
GH:059,MLNLP-World/Academic-Resume-Template,https://github.com/MLNLP-World/Academic-Resume-Template,https://raw.githubusercontent.com/MLNLP-World/Academic-Resume-Template/main/imgs/sample/2_1.png
GH:061,mliu7/latex-moderncv,https://github.com/mliu7/latex-moderncv,https://raw.githubusercontent.com/mliu7/latex-moderncv/master/mark_liu_resume.pdf (page 1)
GH:062,cowboysmall-tools/hugo-devresume-theme,https://github.com/cowboysmall-tools/hugo-devresume-theme,https://raw.githubusercontent.com/cowboysmall-tools/hugo-devresume-theme/master/images/screenshot.png
GH:064,Tombarr/html-resume-template,https://github.com/Tombarr/html-resume-template,https://raw.githubusercontent.com/Tombarr/html-resume-template/master/Chrome_sample.jpg
GH:065,stuxf/basic-typst-resume-template,https://github.com/stuxf/basic-typst-resume-template,https://raw.githubusercontent.com/stuxf/basic-typst-resume-template/main/example-resume.png
GH:066,lanxx314/resume,https://github.com/lanxx314/resume,https://raw.githubusercontent.com/lanxx314/resume/master/resume-zh_CN.png
